SA,A,22155,0,A Ticket Votes,The Climate Sceptics,3085,239,26,83,206,3639
SA,B,22156,0,B Ticket Votes,,1469,155,17,64,103,1808
SA,C,22157,0,C Ticket Votes,Australian Labor Party,315081,22885,2110,9499,24974,374549
SA,D,22158,0,D Ticket Votes,Liberal,298620,21120,1302,12324,29112,362478
SA,E,22159,0,E Ticket Votes,One Nation,3728,365,37,146,331,4607
SA,F,22170,0,F Ticket Votes,D.L.P. - Democratic Labor Party,5464,509,76,175,260,6484
SA,G,22161,0,G Ticket Votes,Christian Democratic Party,1738,152,9,71,175,2145
SA,H,22162,0,H Ticket Votes,Carers Alliance,2046,198,14,72,378,2708
SA,I,22163,0,I Ticket Votes,Senator On-Line,846,54,1,28,46,975
SA,J,22164,0,J Ticket Votes,The Greens,95113,10053,736,3614,6183,115699
SA,K,22165,0,K Ticket Votes,Building Australia,1128,156,19,37,72,1412
SA,L,22166,0,L Ticket Votes,Shooters and Fishers,8145,935,71,374,663,10188
SA,M,22167,0,M Ticket Votes,Australian Democrats,4450,361,17,185,486,5499
SA,N,22168,0,N Ticket Votes,Socialist Alliance,589,94,7,17,39,746
SA,O,22169,0,O Ticket Votes,Secular Party of Australia,491,36,1,31,37,596
SA,P,22160,0,P Ticket Votes,Liberal Democrats (LDP),4364,393,50,232,265,5304
SA,Q,22171,0,Q Ticket Votes,Australian Sex Party,11915,1614,117,468,529,14643
SA,R,22172,0,R Ticket Votes,Family First,30468,2468,265,832,2487,36520
